Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
How often do you use Facebook?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",3
How often do you use Facebook?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,16
How often do you use Facebook?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",7
How often do you use Facebook?,Australia,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,4
How often do you use Facebook?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,11
How often do you use Facebook?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,11
How often do you use Facebook?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,1
How often do you use Facebook?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,7
How often do you use Facebook?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,4
How often do you use Facebook?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,8
How often do you use Facebook?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,13
How often do you use Facebook?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,7
How often do you use Facebook?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,5
How often do you use Facebook?,Australia,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I’m on Facebook constantly,1
How often do you use Facebook?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,6
How often do you use Facebook?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,13
How often do you use Facebook?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",7
How often do you use Facebook?,Australia,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a couple times a day,1
How often do you use Facebook?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,8
How often do you use Facebook?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",10
How often do you use Facebook?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,29
How often do you use Facebook?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",13
How often do you use Facebook?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,11
How often do you use Facebook?,Australia,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I’m not on Facebook,1
How often do you use Facebook?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,23
How often do you use Facebook?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,25
How often do you use Facebook?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,11
How often do you use Facebook?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,7
How often do you use Facebook?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,10
How often do you use Facebook?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,10
How often do you use Facebook?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,13
How often do you use Facebook?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,15
How often do you use Facebook?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,11
How often do you use Facebook?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,8
How often do you use Facebook?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,14
How often do you use Facebook?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",17
How often do you use Facebook?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,2
How often do you use Facebook?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",3
How often do you use Facebook?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,33
How often do you use Facebook?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",11
How often do you use Facebook?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,28
How often do you use Facebook?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,12
How often do you use Facebook?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,34
How often do you use Facebook?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,23
How often do you use Facebook?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,17
How often do you use Facebook?,Australia,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a few times a week,1
How often do you use Facebook?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,3
How often do you use Facebook?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,6
How often do you use Facebook?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,14
How often do you use Facebook?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,28
How often do you use Facebook?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,11
How often do you use Facebook?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I’m on Facebook constantly,3
How often do you use Facebook?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,17
How often do you use Facebook?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,67
How often do you use Facebook?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",38
How often do you use Facebook?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a couple times a day,3
How often do you use Facebook?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,"I check it once a day, if I have time",2
How often do you use Facebook?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,3
How often do you use Facebook?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",2
How often do you use Facebook?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,40
How often do you use Facebook?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",27
How often do you use Facebook?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,71
How often do you use Facebook?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I’m not on Facebook,7
How often do you use Facebook?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,11
How often do you use Facebook?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,50
How often do you use Facebook?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,58
How often do you use Facebook?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,34
How often do you use Facebook?,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a few times a week,2
How often do you use Facebook?,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I maybe check it once a month,2
How often do you use Facebook?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,2
How often do you use Facebook?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,5
How often do you use Facebook?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,30
How often do you use Facebook?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,26
How often do you use Facebook?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,18
How often do you use Facebook?,Australia,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,I’m on Facebook constantly,2
How often do you use Facebook?,Australia,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I’m on Facebook constantly,1
How often do you use Facebook?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,9
How often do you use Facebook?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,97
How often do you use Facebook?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",77
How often do you use Facebook?,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,"I check it once a day, if I have time",6
How often do you use Facebook?,Australia,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,1
How often do you use Facebook?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,36
How often do you use Facebook?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",36
How often do you use Facebook?,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,146
How often do you use Facebook?,Australia,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I’m not on Facebook,13
How often do you use Facebook?,Australia,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,6
How often do you use Facebook?,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,75
How often do you use Facebook?,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,72
How often do you use Facebook?,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,67
How often do you use Facebook?,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a few times a week,4
How often do you use Facebook?,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I maybe check it once a month,11
How often do you use Facebook?,Australia,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,5
How often do you use Facebook?,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,29
How often do you use Facebook?,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,39
How often do you use Facebook?,Australia,75 years or older,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,3
How often do you use Facebook?,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,3
How often do you use Facebook?,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,33
How often do you use Facebook?,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",48
How often do you use Facebook?,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a couple times a day,3
How often do you use Facebook?,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,"I check it once a day, if I have time",3
How often do you use Facebook?,Australia,75 years or older,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,1
How often do you use Facebook?,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,6
How often do you use Facebook?,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",13
How often do you use Facebook?,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,116
How often do you use Facebook?,Australia,75 years or older,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I’m not on Facebook,14
How often do you use Facebook?,Australia,75 years or older,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,2
How often do you use Facebook?,Australia,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,41
How often do you use Facebook?,Australia,75 years or older,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,53
How often do you use Facebook?,Australia,75 years or older,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,53
How often do you use Facebook?,Australia,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a few times a week,8
How often do you use Facebook?,Australia,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I maybe check it once a month,5
How often do you use Facebook?,Australia,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,17
How often do you use Facebook?,Australia,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,9
How often do you use Facebook?,Australia,Unknown,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I’m on Facebook constantly,1
How often do you use Facebook?,Australia,Unknown,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,1
How often do you use Facebook?,Australia,Unknown,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,11
How often do you use Facebook?,Australia,Unknown,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",4
How often do you use Facebook?,Australia,Unknown,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,1
How often do you use Facebook?,Australia,Unknown,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",3
How often do you use Facebook?,Australia,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,6
How often do you use Facebook?,Australia,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",1
How often do you use Facebook?,Australia,Unknown,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,25
How often do you use Facebook?,Australia,Unknown,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I’m not on Facebook,1
How often do you use Facebook?,Australia,Unknown,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,8
How often do you use Facebook?,Australia,Unknown,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,7
How often do you use Facebook?,Australia,Unknown,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,8
How often do you use Facebook?,Australia,Unknown,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a few times a week,1
How often do you use Facebook?,Australia,Unknown,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I maybe check it once a month,1
How often do you use Facebook?,Australia,Unknown,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,2
How often do you use Facebook?,Australia,Unknown,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,1
How often do you use Facebook?,Australia,Unknown,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,4
How often do you use Facebook?,Australia,Unknown,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,2
How often do you use Facebook?,Canada,18-24 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,1
How often do you use Facebook?,Canada,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,5
How often do you use Facebook?,Canada,18-24 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,4
How often do you use Facebook?,Canada,18-24 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",2
How often do you use Facebook?,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,7
How often do you use Facebook?,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",6
How often do you use Facebook?,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,12
How often do you use Facebook?,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",4
How often do you use Facebook?,Canada,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,1
How often do you use Facebook?,Canada,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,9
How often do you use Facebook?,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,13
How often do you use Facebook?,Canada,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,I check it a few times a week,2
How often do you use Facebook?,Canada,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,I maybe check it once a month,3
How often do you use Facebook?,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a few times a week,9
How often do you use Facebook?,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I maybe check it once a month,6
How often do you use Facebook?,Canada,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a few times a week,8
How often do you use Facebook?,Canada,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I maybe check it once a month,13
How often do you use Facebook?,Canada,25-34 years old,Constant User,Average User:  I know enough to get by.,User,I’m on Facebook constantly,4
How often do you use Facebook?,Canada,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I’m on Facebook constantly,4
How often do you use Facebook?,Canada,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I’m on Facebook constantly,14
How often do you use Facebook?,Canada,25-34 years old,Daily User,Average User:  I know enough to get by.,User,I check it a couple times a day,11
How often do you use Facebook?,Canada,25-34 years old,Daily User,Average User:  I know enough to get by.,User,"I check it once a day, if I have time",4
How often do you use Facebook?,Canada,25-34 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I check it a couple times a day,2
How often do you use Facebook?,Canada,25-34 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,"I check it once a day, if I have time",1
How often do you use Facebook?,Canada,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I check it a couple times a day,17
How often do you use Facebook?,Canada,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"I check it once a day, if I have time",13
How often do you use Facebook?,Canada,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I check it a couple times a day,27
How often do you use Facebook?,Canada,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"I check it once a day, if I have time",15
How often do you use Facebook?,Canada,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I’m not on Facebook,5
How often do you use Facebook?,Canada,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I’m not on Facebook,27
How often do you use Facebook?,Canada,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I’m not on Facebook,32
