Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,1,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,Average User:  I know enough to get by.,User,10,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,Average User:  I know enough to get by.,User,5,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,Average User:  I know enough to get by.,User,8,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,5
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,5
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,10,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,6,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,7,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,9,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,10,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,5,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,7,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,8,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,1,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,10,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,5,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,1
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,2
How concerned are you about the safety of your personal information online?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,Average User:  I know enough to get by.,User,4,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,Average User:  I know enough to get by.,User,7,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,2,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,10,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,5,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,7,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,3
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,5
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,5
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,3
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,7
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,4
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,0,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,10,3
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,10,8
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,6,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,7,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,8,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,10,8
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,6,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,8,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,9,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,10,3
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,5,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,7,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,8,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,9,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,8
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,8
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,2
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,3
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,4
How concerned are you about the safety of your personal information online?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,10,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,3,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,5,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,7,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,10,8
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,5,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,6,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,7,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,9,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,6,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,7
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,3
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,8
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,8
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,9
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,10
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,10,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,3,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,5,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,7,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,8,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,9,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,10,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,10,9
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,5,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,7,3
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,8,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,9,6
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,10,11
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,4,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,5,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,6,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,7,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,8,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,9,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,10,6
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,5,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,7,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,8,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,9,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,6
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,2,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,4,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,4
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,3
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,6
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,1
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,3
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,2
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,5
How concerned are you about the safety of your personal information online?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,6
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,10,5
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,5,2
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,7,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,8,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,9,2
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,3
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,2
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,10,10
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,3,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,5,3
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,6,2
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,7,2
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,8,7
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,9,6
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,1
How concerned are you about the safety of your personal information online?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,1
