Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Average User:  I know enough to get by.,User,7,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Average User:  I know enough to get by.,User,8,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Average User:  I know enough to get by.,User,9,7
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,10,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,4,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,5,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,7,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,9,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,12
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,4,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,8
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,39
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,13
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,13
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,9
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,9
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,0,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,1,7
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,10,49
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,3,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,4,5
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,5,21
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,6,10
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,7,11
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,8,15
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Average User:  I know enough to get by.,User,9,9
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,10,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,5,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,8,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,9,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,56
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,2,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,4,3
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,8
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,11
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,12
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,27
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,13
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,7
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,1,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,90
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,5
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,36
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,24
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,37
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,58
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,46
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,10,17
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,2,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,5,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,6,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,7,7
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,8,8
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,9,8
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,10,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,5,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,8,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,0,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,1,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,10,77
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,5,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,6,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,7,9
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,8,16
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,9,25
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,0,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,10,94
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,4,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,5,17
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,6,5
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,7,14
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,8,35
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,9,31
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,0,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,10,36
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,2,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,3,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,4,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,5,20
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,6,6
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,7,13
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,8,16
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,9,8
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,0,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,10,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,3,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,5,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,6,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,9,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,1
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,68
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,3,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,17
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,5
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,11
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,29
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,21
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,1,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,95
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,2
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,4
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,24
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,17
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,27
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,48
How concerned are you about the safety of your personal information online?,Other,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,39
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,0,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,1,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,10,18
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,2,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,4,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,5,8
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,6,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,7,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,8,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Average User:  I know enough to get by.,User,9,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,10,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,2,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,5,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,6,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,9,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,21
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,11
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,4
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,8,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,9,8
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,0,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,1,2
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,10,63
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,2,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,3,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,4,8
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,5,26
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,6,9
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,7,18
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,8,19
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Average User:  I know enough to get by.,User,9,25
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,1,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,10,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,5,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,8,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,9,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,0,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,1,3
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,10,30
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,2,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,5,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,6,1
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,7,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,8,10
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,9,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,0,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,1,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,10,58
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,2,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,3,5
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,4,6
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,5,36
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,6,8
How concerned are you about the safety of your personal information online?,Other,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,7,34
