Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"It’s good for my business, I rely on it for that",1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,None of the above,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,7
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Cats, cats, doggos, and more cats",2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,5
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,31
Which of the following do you like most about Facebook?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,None of the above,5
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,None of the above,2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,None of the above,4
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Staying connected with people I care about,3
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,None of the above,14
Which of the following do you like most about Facebook?,Canada,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Getting the news from places I care about,3
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,None of the above,9
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Staying connected with people I care about,26
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,None of the above,3
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,7
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,3
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",3
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,17
Which of the following do you like most about Facebook?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,32
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Getting the news from places I care about,8
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,None of the above,5
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Staying connected with people I care about,23
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,5
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,9
Which of the following do you like most about Facebook?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",3
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Getting the news from places I care about,13
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",8
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,None of the above,15
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Staying connected with people I care about,114
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,4
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,8
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",3
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,7
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,53
Which of the following do you like most about Facebook?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,None of the above,45
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,None of the above,1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,None of the above,4
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,None of the above,30
Which of the following do you like most about Facebook?,Canada,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Staying connected with people I care about,4
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Getting the news from places I care about,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",5
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,None of the above,23
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Staying connected with people I care about,71
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Getting the news from places I care about,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,4
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,None of the above,3
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,4
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,7
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,23
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,50
Which of the following do you like most about Facebook?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,3
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Getting the news from places I care about,10
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,None of the above,3
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Staying connected with people I care about,29
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,9
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Getting the news from places I care about,34
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",3
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,None of the above,19
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Staying connected with people I care about,177
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Watching all the drama,7
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,9
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,12
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",5
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,7
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,68
Which of the following do you like most about Facebook?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,None of the above,81
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Staying connected with people I care about,6
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,None of the above,12
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,None of the above,5
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,None of the above,43
Which of the following do you like most about Facebook?,Canada,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Getting the news from places I care about,9
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,None of the above,81
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Staying connected with people I care about,85
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,6
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,8
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,None of the above,2
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,3
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,3
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"It’s good for my business, I rely on it for that",5
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,41
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,40
Which of the following do you like most about Facebook?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,Average User:  I know enough to get by.,User,Getting the news from places I care about,4
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,Average User:  I know enough to get by.,User,None of the above,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,Average User:  I know enough to get by.,User,Staying connected with people I care about,9
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",3
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,Getting the news from places I care about,12
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,"It’s good for my business, I rely on it for that",3
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,None of the above,8
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,Staying connected with people I care about,92
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Average User:  I know enough to get by.,User,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,10
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,3
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,15
Which of the following do you like most about Facebook?,Canada,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,None of the above,49
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,Watching all the drama,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,None of the above,10
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,None of the above,23
Which of the following do you like most about Facebook?,Canada,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Average User:  I know enough to get by.,User,Getting the news from places I care about,8
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Average User:  I know enough to get by.,User,None of the above,56
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Average User:  I know enough to get by.,User,Staying connected with people I care about,56
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Average User:  I know enough to get by.,User,Watching all the drama,2
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,None of the above,4
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Staying connected with people I care about,5
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,None of the above,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,None of the above,18
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,20
Which of the following do you like most about Facebook?,Canada,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Watching all the drama,4
Which of the following do you like most about Facebook?,Canada,Unknown,Constant User,Average User:  I know enough to get by.,User,Getting the news from places I care about,2
Which of the following do you like most about Facebook?,Canada,Unknown,Constant User,Average User:  I know enough to get by.,User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,Unknown,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Getting the news from places I care about,1
Which of the following do you like most about Facebook?,Canada,Unknown,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Staying connected with people I care about,1
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,Average User:  I know enough to get by.,User,"Cats, cats, doggos, and more cats",1
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,Average User:  I know enough to get by.,User,Getting the news from places I care about,2
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,Average User:  I know enough to get by.,User,None of the above,5
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,Average User:  I know enough to get by.,User,Staying connected with people I care about,21
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Staying connected with people I care about,2
Which of the following do you like most about Facebook?,Canada,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Getting the news from places I care about,2
