Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,1
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,12
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,13
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,3
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,3
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,7
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,8
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Do you know what types of personal information Facebook collects about you?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,3
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,11
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,No,6
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,7
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,10
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,19
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,16
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,4
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,4
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,2
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,13
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,No,4
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,8
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,4
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,8
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,11
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Do you know what types of personal information Facebook collects about you?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,12
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,3
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,No,4
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,14
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,No,11
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Yes,6
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,4
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,21
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,16
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,6
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,6
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,1
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,4
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,3
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,9
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,22
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,No,9
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,8
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,7
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,25
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Do you know what types of personal information Facebook collects about you?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,11
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,4
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,No,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,6
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,4
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,53
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,No,36
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Yes,15
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,31
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,15
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,21
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,15
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,16
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,9
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,4
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,I'm not sure,2
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,2
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,I'm not sure,7
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,5
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,9
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,I'm not sure,39
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,No,41
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,12
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,I'm not sure,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,27
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,14
Do you know what types of personal information Facebook collects about you?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,15
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,I'm not sure,9
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,No,7
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,4
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,2
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,3
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,I'm not sure,93
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,No,56
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Yes,25
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,I'm not sure,1
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,5
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,I'm not sure,37
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,10
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,25
Do you know what types of personal information Facebook collects about you?,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,I'm not sure,14
