Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Browse Facebook while limiting its ability to track me,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,20
Browse Facebook while limiting its ability to track me,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,8
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,No,7
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Yes,4
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,No,28
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,3
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,27
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,17
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,27
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,1
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,12
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,30
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,4
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,No,36
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,4
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,5
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,4
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,34
Browse Facebook while limiting its ability to track me,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,8
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,No,11
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,12
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,5
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,No,90
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Yes,15
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,5
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,46
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,21
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,68
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,3
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,7
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,11
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,48
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,2
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,No,82
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,10
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,3
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,5
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,42
Browse Facebook while limiting its ability to track me,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,14
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,No,16
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,8
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,No,149
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Yes,25
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,5
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,49
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,23
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,144
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,2
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,13
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,6
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,70
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,5
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,No,121
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,18
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,12
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,4
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,50
Browse Facebook while limiting its ability to track me,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,18
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Constant User,Average User:  I know enough to get by.,User,No,3
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,2
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,No,68
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,Yes,13
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,5
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,16
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,114
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,2
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,14
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,2
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,40
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,1
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,Average User:  I know enough to get by.,User,No,93
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,Average User:  I know enough to get by.,User,Yes,13
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,12
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,22
Browse Facebook while limiting its ability to track me,Australia,75 years or older,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Browse Facebook while limiting its ability to track me,Australia,Unknown,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Browse Facebook while limiting its ability to track me,Australia,Unknown,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,Unknown,Daily User,Average User:  I know enough to get by.,User,No,12
Browse Facebook while limiting its ability to track me,Australia,Unknown,Daily User,Average User:  I know enough to get by.,User,Yes,3
Browse Facebook while limiting its ability to track me,Australia,Unknown,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,4
Browse Facebook while limiting its ability to track me,Australia,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,3
Browse Facebook while limiting its ability to track me,Australia,Unknown,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Browse Facebook while limiting its ability to track me,Australia,Unknown,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,25
Browse Facebook while limiting its ability to track me,Australia,Unknown,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,1
Browse Facebook while limiting its ability to track me,Australia,Unknown,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,8
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,Average User:  I know enough to get by.,User,No,14
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,Average User:  I know enough to get by.,User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Browse Facebook while limiting its ability to track me,Australia,Unknown,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Constant User,Average User:  I know enough to get by.,User,No,1
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,3
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,Average User:  I know enough to get by.,User,No,5
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,Average User:  I know enough to get by.,User,Yes,1
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,8
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,5
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,13
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,3
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,1
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,7
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,2
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,11
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,2
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,No,5
Browse Facebook while limiting its ability to track me,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,8
