Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Constant User,Average User:  I know enough to get by.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Constant User,Average User:  I know enough to get by.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,Average User:  I know enough to get by.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,12
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,16
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,9
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,16
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,No,15
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Yes,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,26
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,16
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,No,15
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,15
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,21
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,No,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,No,19
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Yes,12
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,26
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,18
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,No,27
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,34
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,No,76
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Yes,28
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,40
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,27
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,28
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,16
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,No,67
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,25
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,38
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,17
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,No,16
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,No,139
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Yes,34
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,50
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,21
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,39
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,29
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,No,110
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,29
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,55
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Constant User,Average User:  I know enough to get by.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,No,74
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,Average User:  I know enough to get by.,User,Yes,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,15
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,47
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Australia,75 years or older,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,4
