Question,Country,Age,Frequency of Use,Tech Knowledge,Facebook Users and Non-users,Answer,Total
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,14
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Occasional User,Average User:  I know enough to get by.,User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,14
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,17
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,18-24 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,Average User:  I know enough to get by.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,Average User:  I know enough to get by.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,Average User:  I know enough to get by.,User,No,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,Average User:  I know enough to get by.,User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,22
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,30
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,12
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,17
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,28
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,25-34 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,Average User:  I know enough to get by.,User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,Average User:  I know enough to get by.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,Average User:  I know enough to get by.,User,No,12
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,Average User:  I know enough to get by.,User,Yes,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,18
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,14
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,No,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,18
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,31
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,35-44 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Constant User,Average User:  I know enough to get by.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Constant User,Average User:  I know enough to get by.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,Average User:  I know enough to get by.,User,No,36
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,Average User:  I know enough to get by.,User,Yes,19
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,24
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,18
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,No,30
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,10
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,44
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,45-54 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,No,27
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,Average User:  I know enough to get by.,User,Yes,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,11
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,No,117
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,Average User:  I know enough to get by.,User,Yes,38
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,44
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,28
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,34
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,17
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,9
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,No,81
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,22
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,45
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,55-64 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,41
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,No,34
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,Average User:  I know enough to get by.,User,Yes,9
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,Luddite:  Technology scares me! I only use it when I have to.,User,No,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,7
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Constant User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,4
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,No,178
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,Average User:  I know enough to get by.,User,Yes,63
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,No,9
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,2
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,59
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Daily User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,Yes,35
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,No,54
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,Average User:  I know enough to get by.,Non-user,Yes,13
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,No,8
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,Luddite:  Technology scares me! I only use it when I have to.,Non-user,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",Non-user,No,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,No,36
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Not on Facebook,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",Non-user,Yes,6
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,No,144
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,Average User:  I know enough to get by.,User,Yes,36
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,No,12
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,Luddite:  Technology scares me! I only use it when I have to.,User,Yes,3
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,No,5
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,"Super Nerd:  I build my own computers, run my own servers, code my own apps. I’m basically Mr Robot.",User,Yes,1
Have you made any changes on Facebook as a result of the recent Cambridge Analytica and Facebook revelations?,Canada,65-74 years old,Occasional User,"Technically Savvy:   I know my way around a computer pretty well. When anyone in my family needs technical help, I’m the one they call.",User,No,73
